lemma	date1	date2	group	annotator1	annotator2	annotator3	annotator4	annotator5	mean	comments1	comments2	comments3	comments4	comments5
Motiv	1784	1792	earlier	4	1	4	4	3	3.2	 	 	 	 	 
Bilanz	1894	1882	later	4	1	3	3	3	2.8	 	 	 	 	 
geharnischt	1882	1882	later	3	4	4	3	4	3.6	 	 	 	 	 
locker	1879	1789	compare	4	2	3	3	3	3	 	 	 	 	 
flott	1778	1886	compare	2	1	2	1	1	1.4	 	 	 	 	 
Bilanz	1885	1768	compare	4	2	2	2	1	2.2	 	 	 	 	 
technisch	1792	1792	earlier	4	3	2	3	4	3.2	 	 	 	 	 
Museum	1793	1855	compare	0	2	4	2	3	2.75	Satz 1 zu wenig Kontext	 	 	 	 
Motiv	1787	1792	earlier	4	4	3	0	0	3.6666666667	 	 	 	andere Sprache	Fremdsprachlicher Beleg in Satz 2.
englisch	1766	1866	compare	4	2	3	4	4	3.4	 	 	 	 	 
Anstellung	1899	1792	compare	4	1	3	4	2	2.8	 	 	 	 	 
locker	1867	1865	later	4	2	3	4	4	3.4	 	 	 	 	 
Zufall	1775	1771	earlier	4	2	1	2	1	2	 	 	 	 	 
locker	1754	1864	compare	4	2	3	3	3	3	 	 	 	 	 
Zufall	1777	1779	earlier	4	1	1	2	1	1.8	 	 	 	 	 
technisch	1795	1781	earlier	4	2	3	4	3	3.2	 	 	 	 	 
Zufall	1872	1796	compare	4	4	2	2	4	3.2	 	 	 	 	 
technisch	1884	1889	later	4	2	3	2	4	3	 	 	 	 	 
Presse	1752	1898	compare	4	1	1	1	2	1.8	 	 	 	 	 
Museum	1855	1798	compare	4	3	4	0	4	3.75	 	 	 	zu wenig Kontext	 
Anstalt	1795	1767	earlier	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1871	1855	later	4	4	3	3	4	3.6	 	 	 	 	 
Steckenpferd	1786	1779	earlier	3	2	2	1	4	2.4	 	 	 	 	 
packen	1799	1869	compare	3	1	2	1	2	1.8	 	 	 	 	 
Motiv	1850	1881	later	4	1	1	1	2	1.8	 	 	 	 	 
locker	1862	1798	compare	4	2	2	2	3	2.6	 	 	 	 	 
flott	1779	1756	earlier	4	4	4	4	3	3.8	 	 	 	 	 
Feder	1867	1784	compare	4	4	4	4	4	4	 	 	 	 	 
Motiv	1893	1792	compare	3	1	1	1	2	1.6	 	 	 	 	 
Kinderstube	1787	1898	compare	3	2	3	4	4	3.2	 	 	 	 	 
Bilanz	1885	1893	later	4	4	4	4	4	4	 	 	 	 	 
Motiv	1795	1790	earlier	4	4	4	2	4	3.6	 	 	 	 	 
Motiv	1855	1867	later	3	1	1	1	1	1.4	 	 	 	 	 
Motiv	1851	1878	later	4	4	1	1	1	2.2	 	 	 	 	 
Feine	1752	1897	compare	3	2	1	1	2	1.8	 	 	 	 	 
Museum	1764	1855	compare	3	3	3	3	4	3.2	 	 	 	 	 
Abend	1857	1785	compare	4	2	4	4	4	3.6	 	 	 	 	 
locker	1776	1771	earlier	3	1	2	3	1	2	 	 	 	 	 
Museum	1799	1794	earlier	0	4	3	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Satz 1 uneindeutig.
Motiv	1789	1878	compare	4	4	1	0	0	3	 	 	 	unklarer Kontext	Satz 2 uneindeutig.
Zufall	1861	1853	later	4	3	4	2	4	3.4	 	 	 	 	 
Feder	1777	1751	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Donnerwetter	1882	1883	later	4	4	4	4	4	4	 	 	 	 	 
englisch	1867	1858	later	3	3	3	4	3	3.2	 	 	 	 	 
Kinderstube	1869	1873	later	3	4	4	4	4	3.8	 	 	 	 	 
Reichstag	1882	1786	compare	4	3	3	3	4	3.4	 	 	 	 	 
Abend	1795	1875	compare	4	4	4	4	4	4	 	 	 	 	 
billig	1768	1798	earlier	4	1	3	4	4	3.2	zurecht	 	 	 	 
englisch	1896	1868	later	4	4	4	4	4	4	 	 	 	 	 
Presse	1792	1767	earlier	4	2	3	4	3	3.2	 	 	 	 	 
Anstalt	1780	1750	earlier	1	1	2	1	1	1.2	 	 	 	 	 
locker	1754	1777	earlier	4	2	3	2	3	2.8	 	 	 	 	 
packen	1796	1852	compare	3	1	3	1	2	2	 	 	 	 	 
englisch	1876	1899	later	3	3	3	4	4	3.4	 	 	 	 	 
Bilanz	1855	1877	later	4	3	4	3	4	3.6	 	 	 	 	 
Zufall	1790	1795	earlier	4	1	1	2	2	2	 	 	 	 	 
Motiv	1856	1894	later	4	1	1	0	1	1.75	 	 	 	unklarer Kontext	 
Feine	1897	1895	later	0	3	4	0	0	0	Satz 1 zu wenig Kontext	 	 	unklarer Kontext	Satz 1 uneindeutig.
Presse	1759	1753	earlier	4	4	4	4	4	4	 	 	 	 	 
geharnischt	1791	1753	earlier	4	4	3	4	4	3.8	 	 	 	 	 
Feine	1756	1774	earlier	3	1	3	1	3	2.2	 	 	 	 	 
englisch	1886	1776	compare	4	3	3	4	0	3.5	 	 	 	 	Falsches Wort zugeordnet in Satz 2.
geharnischt	1787	1882	compare	2	1	2	1	1	1.4	 	 	 	 	 
billig	1776	1893	compare	4	4	4	3	3	3.6	angemessen	 	 	 	 
billig	1752	1751	earlier	4	3	4	4	2	3.4	 	 	 	 	 
packen	1866	1897	later	3	1	3	1	2	2	 	 	 	 	 
Abend	1899	1865	later	4	4	4	4	4	4	 	 	 	 	 
Vorwort	1764	1764	earlier	4	4	4	4	4	4	 	 	 	 	 
Museum	1782	1778	earlier	4	4	4	4	4	4	 	 	 	 	 
Presse	1756	1751	earlier	3	3	1	3	2	2.4	 	 	 	 	 
englisch	1862	1767	compare	4	3	3	3	4	3.4	 	 	 	 	 
Reichstag	1786	1754	earlier	4	4	4	3	4	3.8	 	 	 	 	 
Steckenpferd	1796	1869	compare	3	4	4	3	3	3.4	 	 	 	 	 
Anstalt	1793	1787	earlier	2	1	2	1	1	1.4	 	 	 	 	 
Feder	1856	1858	later	2	4	4	1	3	2.8	 	 	 	 	 
Bilanz	1794	1758	earlier	0	4	4	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Satz 2 nicht eindeutig.
Feine	1895	1854	later	2	1	1	1	1	1.2	 	 	 	 	 
Donnerwetter	1784	1783	earlier	2	4	4	4	4	3.6	 	 	 	 	 
billig	1870	1869	later	3	1	4	1	2	2.2	 	 	 	 	 
Museum	1855	1894	later	3	3	4	3	4	3.4	 	 	 	 	 
Vorwort	1771	1888	compare	0	2	1	1	1	1.25	Satz 2 zu wenig Kontext	 	 	 	 
Abend	1869	1893	later	4	3	4	4	4	3.8	 	 	 	 	 
locker	1889	1865	later	4	3	3	3	3	3.2	 	 	 	 	 
Donnerwetter	1852	1855	later	4	2	1	2	3	2.4	 	 	 	 	 
Anstalt	1868	1896	later	4	4	3	2	3	3.2	 	 	 	 	 
Museum	1764	1888	compare	4	4	4	0	0	4	 	 	 	zu wenig Kontext	Satz 2 uneindeutig.
technisch	1868	1893	later	4	4	4	0	4	4	Gleicher Satz, nur andere Zeit (bzlg. Rechtschreibung..)	 	 	gleicher Satz	 
Feder	1876	1885	later	2	1	1	1	1	1.2	 	 	 	 	 
Feine	1789	1756	earlier	4	4	4	4	3	3.8	 	 	 	 	 
Abend	1776	1776	earlier	4	4	4	3	4	3.8	 	 	 	 	 
locker	1865	1780	compare	4	2	3	3	3	3	 	 	 	 	 
Steckenpferd	1790	1899	compare	3	1	1	1	1	1.4	 	 	 	 	 
Anstalt	1868	1889	later	4	4	3	4	3	3.6	 	 	 	 	 
Donnerwetter	1855	1889	later	4	1	4	3	2	2.8	 	 	 	 	 
Donnerwetter	1879	1784	compare	2	4	4	2	3	3	 	 	 	 	 
Motiv	1893	1895	later	4	2	3	3	3	3	 	 	 	 	 
Donnerwetter	1889	1858	later	2	1	1	1	1	1.2	 	 	 	 	 
technisch	1792	1898	compare	4	1	2	3	3	2.6	 	 	 	 	 
Reichstag	1790	1876	compare	4	4	4	4	4	4	 	 	 	 	 
Zufall	1857	1885	later	4	2	4	4	3	3.4	 	 	 	 	 
Feine	1857	1899	later	2	1	1	1	1	1.2	 	 	 	 	 
Feine	1756	1774	earlier	2	2	2	1	2	1.8	 	 	 	 	 
flott	1888	1858	later	3	1	1	2	3	2	 	 	 	 	 
technisch	1791	1899	compare	4	1	2	3	3	2.6	 	 	 	 	 
Anstalt	1891	1856	later	4	3	3	3	3	3.2	 	 	 	 	 
locker	1888	1879	later	3	2	3	3	3	2.8	 	 	 	 	 
Reichstag	1757	1878	compare	4	3	3	4	4	3.6	 	 	 	 	 
Steckenpferd	1898	1869	later	0	4	1	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Satz 2 ist uneindeutig.
Motiv	1890	1787	compare	4	1	4	2	2	2.6	 	 	 	 	 
Feder	1756	1793	earlier	4	4	4	3	4	3.8	 	 	 	 	 
geharnischt	1854	1872	later	2	4	4	3	3	3.2	 	 	 	 	 
Steckenpferd	1778	1786	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Reichstag	1895	1878	later	4	4	3	2	4	3.4	 	 	 	 	 
Donnerwetter	1871	1861	later	4	1	1	2	1	1.8	 	 	 	 	 
Vorwort	1883	1764	compare	2	2	1	1	1	1.4	 	 	 	 	 
Museum	1872	1876	later	4	3	4	4	3	3.6	 	 	 	 	 
locker	1876	1771	compare	4	2	3	3	3	3	 	 	 	 	 
technisch	1787	1891	compare	4	1	1	1	2	1.8	 	 	 	 	 
englisch	1771	1756	earlier	4	3	3	3	3	3.2	 	 	 	 	 
locker	1856	1792	compare	4	2	2	3	3	2.8	 	 	 	 	 
Vorwort	1898	1764	compare	2	2	1	1	1	1.4	 	 	 	 	 
Steckenpferd	1895	1871	later	4	4	1	3	4	3.2	 	 	 	 	 
Presse	1899	1868	later	2	1	1	1	1	1.2	 	 	 	 	 
Reichstag	1786	1789	earlier	3	4	4	3	4	3.6	 	 	 	 	 
Feine	1895	1850	later	2	1	2	1	1	1.4	 	 	 	 	 
technisch	1799	1793	earlier	4	1	2	2	3	2.4	 	 	 	 	 
Donnerwetter	1852	1777	compare	2	2	1	1	2	1.6	 	 	 	 	 
Anstalt	1896	1889	later	2	3	2	3	3	2.6	 	 	 	 	 
Feine	1884	1756	compare	2	1	2	2	1	1.6	 	 	 	 	 
technisch	1865	1781	compare	4	1	2	3	2	2.4	 	 	 	 	 
technisch	1781	1781	earlier	4	4	2	3	3	3.2	 	 	 	 	 
Museum	1881	1859	later	4	4	4	3	4	3.8	 	 	 	 	 
Anstellung	1791	1792	earlier	3	1	4	4	2	2.8	 	 	 	 	 
Reichstag	1876	1878	later	4	3	3	4	0	3.5	 	 	 	 	Satz 2 nidht eindeutig.
englisch	1873	1867	later	4	4	3	4	4	3.8	 	 	 	 	 
Abend	1751	1793	earlier	4	4	4	4	4	4	 	 	 	 	 
Donnerwetter	1784	1778	earlier	4	4	4	3	4	3.8	 	 	 	 	 
technisch	1857	1788	compare	4	3	2	3	3	3	 	 	 	 	 
geharnischt	1890	1794	compare	4	4	4	4	4	4	 	 	 	 	 
Vorwort	1764	1893	compare	2	2	1	1	1	1.4	 	 	 	 	 
billig	1775	1796	earlier	4	4	4	3	2	3.4	 	 	 	 	 
Zufall	1855	1865	later	4	4	4	4	4	4	 	 	 	 	 
Museum	1764	1779	earlier	4	4	4	3	3	3.6	 	 	 	 	 
englisch	1780	1762	earlier	4	2	3	3	4	3.2	 	 	 	 	 
flott	1867	1893	later	2	1	1	0	0	1.3333333333	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 2.
Kinderstube	1871	1894	later	4	4	4	4	4	4	 	 	 	 	 
locker	1756	1863	compare	3	2	2	2	3	2.4	 	 	 	 	 
Feder	1894	1799	compare	4	1	4	1	3	2.6	 	 	 	 	 
Zufall	1889	1778	compare	4	4	4	3	3	3.6	 	 	 	 	 
Anstellung	1896	1791	compare	3	1	3	4	1	2.4	 	 	 	 	 
Kinderstube	1853	1873	later	3	2	4	3	4	3.2	 	 	 	 	 
Kinderstube	1771	1760	earlier	3	2	3	4	4	3.2	 	 	 	 	 
Museum	1884	1796	compare	4	2	4	4	0	3.5	 	 	 	 	Satz 1 nicht eindeutig. Zu wenig Kontext.
Donnerwetter	1781	1891	compare	3	1	1	1	1	1.4	 	 	 	 	 
Kinderstube	1760	1795	earlier	3	2	3	3	3	2.8	 	 	 	 	 
englisch	1864	1874	later	4	3	3	3	4	3.4	 	 	 	 	 
geharnischt	1852	1883	later	4	2	2	2	3	2.6	 	 	 	 	 
billig	1876	1881	later	2	4	3	2	3	2.8	Satz 2 angemessen für billig	 	 	 	 
Donnerwetter	1751	1777	earlier	3	4	4	2	4	3.4	 	 	 	 	 
locker	1789	1797	earlier	3	1	2	2	2	2	 	 	 	 	 
Anstalt	1783	1868	compare	4	3	2	3	4	3.2	 	 	 	 	 
Feder	1784	1753	earlier	2	2	2	1	1	1.6	 	 	 	 	 
geharnischt	1890	1763	compare	4	4	4	3	4	3.8	 	 	 	 	 
Anstellung	1867	1882	later	3	4	3	2	1	2.6	 	 	 	 	 
Donnerwetter	1853	1784	compare	2	1	1	1	1	1.2	 	 	 	 	 
Donnerwetter	1899	1889	later	3	1	1	1	1	1.4	Satz 1 negativ, Satz 2positiv gemeint (Donnerwetter), deshab 3	 	 	 	 
Feder	1778	1854	compare	2	1	1	1	2	1.4	 	 	 	 	 
Zufall	1789	1796	earlier	4	4	4	2	4	3.6	 	 	 	 	 
flott	1870	1783	compare	1	1	1	0	0	1	 	 	 	andere Sprache	Fremdsprachlicher Beleg in Satz 2.
Presse	1868	1868	later	4	4	4	3	4	3.8	 	 	 	 	 
Motiv	1777	1855	compare	3	1	1	0	2	1.75	 	 	 	zu wenig Kontext	 
englisch	1865	1889	later	4	3	3	3	4	3.4	 	 	 	 	 
geharnischt	1782	1779	earlier	4	4	4	4	4	4	 	 	 	 	 
Anstellung	1888	1785	compare	0	1	1	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Satz 1 nicht eindeutig.
Bilanz	1767	1767	earlier	0	4	4	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Satz 1 nicht eindeutig.
flott	1789	1780	earlier	2	1	3	2	1	1.8	 	 	 	 	 
Anstellung	1789	1791	earlier	4	1	2	2	2	2.2	 	 	 	 	 
technisch	1799	1888	compare	4	1	2	4	2	2.6	 	 	 	 	 
englisch	1785	1780	earlier	3	2	3	2	4	2.8	 	 	 	 	 
flott	1858	1870	later	3	3	4	1	2	2.6	 	 	 	 	 
technisch	1899	1898	later	4	2	1	3	2	2.4	 	 	 	 	 
Museum	1764	1764	earlier	4	3	4	3	4	3.6	 	 	 	 	 
packen	1889	1779	compare	3	1	2	1	3	2	 	 	 	 	 
Bilanz	1867	1877	later	4	4	4	3	4	3.8	 	 	 	 	 
flott	1893	1850	later	2	2	1	1	0	1.5	 	 	 	 	Falsche Lemmatisierung in Satz 1.
Kinderstube	1888	1871	later	4	4	4	3	4	3.8	 	 	 	 	 
Bilanz	1767	1794	earlier	0	0	4	0	0	0	beide wenig Kontext	In Satz 1 nicht weiter definiert	 	zu wenig Kontext	Satz 1 und 2 uneindeutig.
Bilanz	1892	1878	later	4	2	4	3	2	3	 	 	 	 	 
locker	1866	1753	compare	3	1	3	2	3	2.4	 	 	 	 	 
englisch	1897	1797	compare	4	2	3	3	4	3.2	 	 	 	 	 
Bilanz	1775	1775	earlier	4	2	4	3	3	3.2	 	 	 	 	 
Bilanz	1860	1894	later	3	2	3	2	1	2.2	 	 	 	 	 
Feder	1775	1783	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Feder	1894	1858	later	4	4	4	3	4	3.8	 	 	 	 	 
Steckenpferd	1880	1786	compare	2	3	1	2	1	1.8	 	 	 	 	 
Abend	1869	1855	later	4	4	4	3	4	3.8	 	 	 	 	 
billig	1792	1786	earlier	2	4	2	4	3	3	 	 	 	 	 
Feder	1796	1793	earlier	4	4	2	4	4	3.6	 	 	 	 	 
billig	1762	1794	earlier	4	1	2	3	4	2.8	angemessen	 	 	 	 
Reichstag	1876	1894	later	4	4	4	4	4	4	 	 	 	 	 
flott	1861	1871	later	3	1	2	1	1	1.6	 	 	 	 	 
flott	1756	1894	compare	3	1	1	1	1	1.4	 	 	 	 	 
Presse	1882	1898	later	4	3	4	4	4	3.8	 	 	 	 	 
locker	1788	1754	earlier	4	2	3	3	3	3	 	 	 	 	 
Anstalt	1855	1799	compare	1	1	1	1	3	1.4	 	 	 	 	 
Feder	1885	1864	later	2	1	1	1	1	1.2	 	 	 	 	 
packen	1760	1792	earlier	3	1	3	1	2	2	 	 	 	 	 
geharnischt	1791	1883	compare	2	1	2	1	1	1.4	 	 	 	 	 
technisch	1885	1857	later	4	2	3	3	3	3	 	 	 	 	 
Feine	1752	1756	earlier	2	4	2	1	3	2.4	 	 	 	 	 
Steckenpferd	1869	1869	later	0	4	4	4	0	4	Satz 1 zu wenig Kontext	 	 	 	Kontext in Satz 1 nicht eindeutig.
Abend	1791	1861	compare	4	4	4	3	4	3.8	 	 	 	 	 
Anstellung	1791	1786	earlier	4	1	4	1	1	2.2	 	 	 	 	 
geharnischt	1882	1885	later	4	4	3	4	2	3.4	 	 	 	 	 
Donnerwetter	1889	1879	later	3	1	1	1	1	1.4	 	 	 	 	 
Feder	1885	1866	later	2	1	1	1	1	1.2	 	 	 	 	 
locker	1799	1886	compare	3	1	2	2	3	2.2	 	 	 	 	 
Bilanz	1756	1867	compare	4	3	3	3	4	3.4	 	 	 	 	 
packen	1883	1895	later	2	1	3	1	3	2	 	 	 	 	 
Presse	1792	1766	earlier	2	2	1	2	2	1.8	 	 	 	 	 
Kinderstube	1797	1795	earlier	3	2	4	0	0	3	 	 	 	unklarer Kontext	Satz 2 uneindeutig
Kinderstube	1788	1788	earlier	3	2	4	3	3	3	 	 	 	 	 
Feder	1867	1866	later	4	4	4	4	4	4	 	 	 	 	 
Zufall	1867	1884	later	4	3	4	3	3	3.4	 	 	 	 	 
Anstalt	1896	1896	later	4	4	4	4	4	4	 	 	 	 	 
Feine	1897	1754	compare	1	1	1	0	0	1	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 1.
Bilanz	1894	1758	compare	3	2	2	3	4	2.8	 	 	 	 	 
technisch	1892	1868	later	4	2	2	3	3	2.8	 	 	 	 	 
Abend	1764	1780	earlier	3	4	4	3	3	3.4	 	 	 	 	 
Presse	1868	1775	compare	2	1	1	1	1	1.2	 	 	 	 	 
Feine	1769	1756	earlier	3	3	2	1	1	2	 	 	 	 	 
Vorwort	1867	1893	later	4	4	4	4	4	4	 	 	 	 	 
flott	1893	1779	compare	2	2	1	0	0	1.6666666667	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 1.
locker	1798	1798	earlier	4	4	4	4	4	4	 	 	 	 	 
Feine	1884	1884	later	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1767	1897	compare	4	1	4	1	1	2.2	 	 	 	 	 
packen	1773	1767	earlier	3	1	2	1	3	2	 	 	 	 	 
Bilanz	1875	1767	compare	3	3	3	3	3	3	 	 	 	 	 
Kinderstube	1787	1895	compare	3	4	3	4	4	3.6	 	 	 	 	 
Zufall	1858	1869	later	1	1	1	2	2	1.4	 	 	 	 	 
Vorwort	1888	1764	compare	2	2	1	1	1	1.4	 	 	 	 	 
Steckenpferd	1877	1889	later	4	4	4	4	4	4	 	 	 	 	 
Anstellung	1783	1781	earlier	2	1	2	1	2	1.6	 	 	 	 	 
Feine	1899	1899	later	4	4	4	4	4	4	 	 	 	 	 
Anstalt	1787	1796	earlier	1	1	1	1	1	1	 	 	 	 	 
Anstalt	1868	1783	compare	4	4	4	1	4	3.4	 	 	 	 	 
packen	1864	1855	later	3	1	2	1	3	2	 	 	 	 	 
Museum	1799	1794	earlier	4	4	4	4	4	4	 	 	 	 	 
Presse	1780	1791	earlier	4	4	3	4	3	3.6	 	 	 	 	 
Bilanz	1758	1767	earlier	4	3	4	3	4	3.6	 	 	 	 	 
Reichstag	1876	1880	later	4	3	4	4	4	3.8	 	 	 	 	 
geharnischt	1874	1852	later	2	1	4	1	2	2	 	 	 	 	 
Reichstag	1880	1887	later	4	3	4	3	0	3.5	 	 	 	 	Satz 2 uneindeutig.
Zufall	1796	1753	earlier	4	3	4	3	4	3.6	 	 	 	 	 
Anstalt	1774	1788	earlier	1	1	1	1	1	1	 	 	 	 	 
technisch	1890	1890	later	4	3	1	2	2	2.4	 	 	 	 	 
Kinderstube	1783	1896	compare	4	2	3	2	1	2.4	 	 	 	 	 
Kinderstube	1789	1871	compare	3	4	4	3	2	3.2	 	 	 	 	 
geharnischt	1763	1851	compare	2	1	2	1	1	1.4	 	 	 	 	 
Bilanz	1860	1894	later	4	3	4	4	4	3.8	 	 	 	 	 
Motiv	1859	1899	later	4	4	4	3	3	3.6	 	 	 	 	 
Anstellung	1781	1881	compare	4	1	2	3	2	2.4	 	 	 	 	 
geharnischt	1778	1792	earlier	4	4	3	4	4	3.8	 	 	 	 	 
Steckenpferd	1791	1788	earlier	4	4	2	1	4	3	 	 	 	 	 
packen	1879	1789	compare	3	1	2	1	3	2	 	 	 	 	 
englisch	1795	1864	compare	3	4	3	4	4	3.6	 	 	 	 	 
Reichstag	1786	1876	compare	4	3	3	3	3	3.2	 	 	 	 	 
Museum	1789	1855	compare	4	4	4	4	4	4	 	 	 	 	 
Feine	1884	1787	compare	2	1	2	1	1	1.4	 	 	 	 	 
billig	1895	1893	later	4	4	4	4	4	4	 	 	 	 	 
Bilanz	1756	1796	earlier	4	2	4	3	4	3.4	 	 	 	 	 
Feder	1773	1775	earlier	2	1	1	1	3	1.6	 	 	 	 	 
Anstalt	1793	1753	earlier	1	1	4	1	1	1.6	 	 	 	 	 
Motiv	1797	1789	earlier	4	4	4	4	3	3.8	 	 	 	 	 
billig	1755	1762	earlier	0	1	4	4	4	3.25	Satz 2 zu wenig Kontext	 	 	 	 
Bilanz	1794	1885	compare	0	2	4	3	0	3	Satz 1 zu wenig Kontext	 	 	 	Kontext in Satz 1 nicht eindeutig.
Presse	1779	1754	earlier	2	4	1	3	3	2.6	 	 	 	 	 
Feine	1756	1782	earlier	3	1	3	3	2	2.4	 	 	 	 	 
Anstellung	1859	1791	compare	4	1	3	1	2	2.2	 	 	 	 	 
Anstalt	1859	1797	compare	4	4	4	4	1	3.4	 	 	 	 	 
Anstalt	1885	1896	later	4	2	2	3	3	2.8	 	 	 	 	 
Feder	1866	1854	later	2	3	2	3	3	2.6	 	 	 	 	 
Steckenpferd	1796	1786	earlier	0	3	2	4	4	3.25	Satz 1 zu wenig Kontext	 	 	 	 
technisch	1799	1798	earlier	3	2	3	2	3	2.6	 	 	 	 	 
packen	1792	1861	compare	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1790	1783	earlier	4	2	3	4	4	3.4	 	 	 	 	 
technisch	1796	1781	earlier	4	4	2	3	3	3.2	 	 	 	 	 
packen	1866	1855	later	3	1	3	1	2	2	 	 	 	 	 
geharnischt	1876	1855	later	0	2	2	1	2	1.75	Satz 1 zu wenig Kontext	 	 	 	 
englisch	1762	1776	earlier	3	1	3	1	4	2.4	 	 	 	 	 
technisch	1879	1781	compare	4	1	2	3	3	2.6	 	 	 	 	 
Bilanz	1756	1894	compare	4	3	4	4	4	3.8	 	 	 	 	 
Abend	1869	1873	later	4	4	4	4	4	4	 	 	 	 	 
Presse	1784	1868	compare	2	1	1	1	1	1.2	 	 	 	 	 
Vorwort	1764	1857	compare	2	2	1	1	1	1.4	 	 	 	 	 
locker	1778	1756	earlier	4	4	3	3	4	3.6	 	 	 	 	 
Abend	1864	1897	later	4	4	4	4	4	4	 	 	 	 	 
Motiv	1888	1851	later	4	3	1	0	3	2.75	 	 	 	zu wenig Kontext	 
Zufall	1869	1789	compare	0	1	3	1	4	2.25	Satz 2 zu wenig Kontext	 	 	 	 
Bilanz	1894	1886	later	3	3	3	3	2	2.8	 	 	 	 	 
Steckenpferd	1899	1776	compare	4	4	4	0	4	4	 	 	 	zu wenig Kontext	 
technisch	1887	1795	compare	4	1	3	3	3	2.8	 	 	 	 	 
Reichstag	1753	1773	earlier	4	3	4	4	4	3.8	 	 	 	 	 
locker	1765	1799	earlier	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1792	1869	compare	0	4	1	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Satz 2 uneindeutig.
billig	1877	1879	later	4	4	4	4	4	4	 	 	 	 	 
Bilanz	1767	1794	earlier	0	2	3	0	4	3	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	 
packen	1855	1854	later	3	1	2	1	3	2	 	 	 	 	 
geharnischt	1889	1882	later	4	4	4	4	4	4	 	 	 	 	 
flott	1893	1780	compare	2	2	1	0	0	1.6666666667	 	 	 	zwei verschiedene Wörter	Satz 1 falsch lemmatisiert.
englisch	1771	1796	earlier	4	2	2	4	0	3	 	 	 	 	Nicht genug Kontext in Satz 2.
Anstellung	1868	1885	later	2	4	3	0	4	3.25	 	 	 	zu wenig Kontext	 
Vorwort	1882	1857	later	3	4	4	3	3	3.4	 	 	 	 	 
packen	1869	1779	compare	0	1	1	0	0	0	Satz 1 zu wenig Kontext	 	 	zwei verschiedene Wörter	Falsche Lemmatisiertung in Satz 1.
Feine	1866	1851	later	0	1	1	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Zu wenig Kontext in Satz 1.
Steckenpferd	1860	1879	later	4	4	2	1	1	2.4	 	 	 	 	 
Motiv	1774	1777	earlier	4	1	3	3	2	2.6	 	 	 	 	 
Kinderstube	1853	1795	compare	3	2	4	0	0	3	 	 	 	zu wenig Kontext	Satz 2 uneindeutig.
Reichstag	1879	1882	later	4	3	4	4	4	3.8	 	 	 	 	 
Kinderstube	1873	1788	compare	4	2	4	3	4	3.4	 	 	 	 	 
billig	1878	1868	later	2	1	1	1	1	1.2	Satz 2 angemessen für billig	 	 	 	 
Feine	1899	1894	later	2	1	1	1	1	1.2	 	 	 	 	 
Kinderstube	1895	1797	compare	4	2	4	3	1	2.8	 	 	 	 	 
Feine	1853	1755	compare	3	2	1	2	3	2.2	 	 	 	 	 
geharnischt	1855	1753	compare	4	4	3	3	4	3.6	 	 	 	 	 
packen	1867	1780	compare	4	2	4	4	4	3.6	 	 	 	 	 
Abend	1871	1864	later	4	4	4	4	4	4	 	 	 	 	 
englisch	1899	1756	compare	4	2	2	4	3	3	 	 	 	 	 
Reichstag	1876	1876	later	4	3	4	4	4	3.8	 	 	 	 	 
Presse	1867	1868	later	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1789	1787	earlier	3	4	4	3	2	3.2	 	 	 	 	 
Vorwort	1862	1881	later	4	4	4	4	1	3.4	 	 	 	 	 
Feder	1866	1751	compare	2	2	1	1	3	1.8	 	 	 	 	 
Feine	1882	1767	compare	2	1	1	1	1	1.2	 	 	 	 	 
flott	1862	1883	later	2	1	1	1	1	1.2	 	 	 	 	 
Steckenpferd	1898	1860	later	3	4	1	3	3	2.8	 	 	 	 	 
englisch	1767	1883	compare	3	4	3	4	4	3.6	 	 	 	 	 
technisch	1791	1781	earlier	3	2	1	3	3	2.4	 	 	 	 	 
Feder	1797	1764	earlier	4	4	3	3	3	3.4	 	 	 	 	 
billig	1855	1858	later	2	1	1	1	1	1.2	 	 	 	 	 
Vorwort	1760	1854	compare	3	1	2	2	3	2.2	 	 	 	 	 
technisch	1883	1880	later	3	1	2	3	3	2.4	 	 	 	 	 
billig	1861	1798	compare	4	4	4	3	4	3.8	 	 	 	 	 
locker	1869	1895	later	2	2	3	2	2	2.2	 	 	 	 	 
Donnerwetter	1855	1772	compare	2	2	1	2	1	1.6	 	 	 	 	 
